,word,freq,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9
3225,critical,64,crucial,vital,important,essential,key,critically,vitally_important,pivotal,Critical,
3226,midtones,5,midtone,tonal_gradation,contrasty,inky_blacks,smooth_gradations,haloing,saturation_sharpness,bokeh,color_fringing,
3227,moderate,1,Moderate,moderates,Cartoned_egg_sales,election_Khalil_Atiyeh,http://media#.washingtonpost.com/wp-dyn/content/photo/####_Fiscal,KJ_Vintner_Reserve,severe_nasolabial_fold,jihadi_awakening,moderation,
3228,porter,1,porters,waiter,Paris_prt_,houseman,stout_porter,barman,kitchen_porter,stationmaster,bellman,
3229,hustle,1,hustling,hussle,scrappiness,unselfishness,athleticism,work_ethic,aggressiveness,toughness,hustles,
3230,wheat,5,wheat_crop,grain,barley,Wheat,durum,corn,HRW_wheat,grains,durum_wheat,
3231,faintly,3,vaguely,drearily,wavery,blackly,cloyingly,weirdly,eerily,oddly,curiously,
3232,unmask,4,expose,uncover,unmasked,unmasking,unmasks,unearth,discredit,conceal,exposer,
3233,communicate,2,communicating,interact,communicates,converse,connect,communicated,Communicating,Communicate,communication,
3234,miscellaneous,8,miscellaneous_items,Miscellaneous,misc,assorted,categories_threaded_fasteners,ancillary,related,porterage,etc.,
3235,notably,20,notable,noteably,lesser_extent,including,notable_exception,notable_exceptions,namely,noteworthy,arguably,
3236,package,1,packages,Package,pacakge,cerebral_magnificence,Fortunes_dove,http://www.viropharma.com/docs/pulvules_pi.pdf,Fuwei_BOPET_film,4mm_x_4mm_QFN,arranging_Riza,
3237,ergonomically,3,ergonomic,ergonomically_designed,Ergonomically,ergonomically_friendly,ergonomically_correct,ergonomic_design,earcups,ergonomics,Ergonomic,
3238,generated,17,generate,generates,generating,Generated,engendered,Generating,created,derived,garnered,
3239,unseasonably,1,unseasonably_warm,unseasonably_mild_weather,unseasonally,unseasonably_cold,unseasonably_warm_temperatures,Unseasonably_warm,unseasonable,unseasonably_warm_weather,unseasonably_cool_temperatures,
3240,thrive,2,prosper,flourish,thrives,thrived,survive,thriving,flourishing,flourished,prospering,
3241,practical,13,Practical,beaded_sweaters_replaced,scientist_Alice_Lichtenstein,joke_Skrenta,eminently_practical,practicality,beaded_sweaters,simple,theoretical,
3242,tremendous,123,great,immense,enormous,phenomenal,incredible,considerable,huge,terrific,significant,
3243,conceals,3,hides,camouflages,obscures,exposes,concealed,betrays,hidden,cleverly_concealed,illuminates,
3244,deranged,1,demented,lunatic,psychotic,unhinged,crazed,sociopathic,psychopathic,mentally_deranged,homicidal,
3245,sensitively,2,sympathetically,compassionately,skillfully,thoughtfully,maturely,appropriately,imaginatively,handled_sensitively,skilfully,
3246,flawed,2,deeply_flawed,fatally_flawed,fundamentally_flawed,inherently_flawed,misguided,faulty,hopelessly_flawed,Flawed,imperfect,
3247,oceanic,14,ocean,ocean_basins,oceans,ocean_currents,atmospheric,coastal_upwelling,oceanographic,sea,oceanic_circulation,
3248,lent,9,lend,lends,loaned,lended,borrowed,leant,loaning,owes,gave,
3249,blessed,3,richly_blessed,abundantly_blessed,doubly_blessed,Huntsburg_visibly_moved,Blessed,fortunate,thankful,blest,Beverly_Boniello,
3250,strip,1,girlish_illusions,Strip,strips,literarily_bounced,adult_cabarets,stripping,Mons_Venus,magnate_Frank_Colacurcio,stripped,
3251,tilted,18,tilting,slanted,tilts,skewed,tilt,leaning,leans,canted,shifted,
3252,theoretically,42,conceivably,feasibly,Theoretically,hypothetically,possibly,presumably,could,if,potentially,
3253,attaching,6,attach,attached,Attaching,affixing,inserting,removing,attaches,affix,Attach,
3254,legacy,1,legacies,lasting_legacy,lasting_imprint,enduring_legacies,lasting_legacies,RGB_stripe,Jan_Rozga_hopes,cement_humanitarianism,generations,
3255,formulate,13,formulating,devise,formulated,develop,implement,formulate_coherent,establish,formulates,refine,
3256,tantric,1,tantra,tantric_sex,Tantric,yogic,Tantric_sex,meditational,kundalini_yoga,shamanic,tantriks,
3257,removing,14,remove,removal,Removing,removed,removes,eliminating,ridding,Removal,discarding,
3258,strictly,10,purely,solely,strict,stringently,scrupulously,rigidly,soley,exclusively,entirely,
3259,stark,6,starkest,starkly,starker,startling,sobering,grim,bleak,chilling,vivid,
3260,parachute,1,parachutes,parachutist,ripcord,parachutists,Navy_Leap_Frogs,parachuting,chute,parafoil,rip_cord,
3261,fish,1,trout,catfish,striped_bass,fishes,salmon,sturgeon,rainbow_trout,freshwater_fish,brown_trout,
3262,mixing,17,Mixing,blending,mixes,mix,mixture,sowing_sectarian_strife,experimenting,mashing,blend,
3263,irreversibly,1,irrevocably,irreparably,irretrievably,irreversible,profoundly,irredeemably,unalterably,irremediably,irreversibly_altered,
3264,recommends,24,advises,recommended,recommend,proposes,urges,recommending,suggests,encourages,warns,
3265,delayed,1,postponed,delay,delaying,delays,postpone,rescheduled,postponed_indefinitely,halted,Delayed,
3266,announcement,2,annoucement,announcment,announcements,anouncement,nouncement,announcing,Announcement,decision,statement,
3267,cycle,1,cycles,cyle,DailyMed_TM_Pharmacy,MTBC_performs,foreclosures_Sharga,retaliatory_sectarian_bloodletting,Aptara_delivers,lifecycle,ducted_reverse,
3268,reflective,40,reflection,reflected,Reflective,reflect,reflecting,reflects,Blanketing_deserts,reflections,retro_reflective,
3269,optical,1,Optical,optical_components,photonic,lightwave,optoelectronic,optical_fiber,optics,opto,LiNbO3,
3270,rage,1,anger,fury,murderous_rage,uncontrollable_rage,cartoons_satirizing_Islam,disappointment_befuddlement,righteous_anger,indignation,angst,
3271,bucket,1,buckets,basket,Bruce_Belzowski_scientist,baskets,dunk,pail,layup,trey,pointer,
3272,nasa,1,na_ang,sila_sa,dito,ang_sa,kahit,kami_sa,na_sa,wala_na,ang,
3273,rust,1,rusty,rustiness,corrosion,cobwebs,rusts,corrosion_inhibiting,mildew,spalling,rust_stains,
3274,gong,2,gongs,awards,accolade,award,statuette,Outstanding_Contribution,Best_Supporting,Marchers_banged,Bafta_nomination,
3275,messaged,1,texted,text_messaged,kiss_goodnight_Foley,tweeted,emailed,instant_messaged,text_message,Tweeted,IMed,
3276,examine,18,examining,evaluate,examined,investigate,assess,scrutinize,analyze,explore,reexamine,
3277,accentuates,7,accentuated,accentuate,accentuating,amplifies,conveys,emphasizes,camouflages,underlines,heightens,
3278,assessing,10,evaluating,assess,analyzing,evaluate,examining,determining,assesses,reviewing,reassessing,
3279,storage,1,Storage,Dry_cask,storing,NYSE_Amex_LPH_Longwei,Amazon_S3_cloud,stored,NGL_fractionation_transportation,Bergermeer_gas,NAS_iSCSI,
3280,shaded,5,shading,shade,lawned,Shaded,canopied,foliaged,ripe_apricots,shaded_patio,lushly_planted,
3281,summit,1,summits,G8_summit,G##_summit,Economic_Cooperation_APEC_summit,Summit,Eight_G8_summit,trilateral_summit,Summits,summmit,
3282,unneeded,4,unnecessary,Unnecessary,duplicative,nonproductive,unwanted,superfluous,unneccessary,unneccesary,unessential,
3283,greeted,1,Greeted,warmly_greeted,greeted_warmly,greet,greated,accompanied,warmly_welcomed,welcomed,cheered,
3284,offered,37,offer,offering,provided,offers,proffered,offerred,given,Offered,accepted,
3285,polar,1,Arctic,arctic,polar_regions,Martian_polar,Antarctica,Antarctic,polar_ice,antarctic,Arctic_Ocean,
3286,grayscale,1,greyscale,Grayscale,color_reproduction,grayscale_images,###dpi_resolution,color_saturation,luminance,brightness_uniformity,####x####dpi,
3287,drift,3,drifting,drifted,drifts,creep,slip,Drifting,veer,meander,wander,
3288,intentional,2,unintentional,deliberate,inadvertent,accidental,intentionally,willful,premeditated,Intentional,lifecycle_Amdocs,
3289,includes,36,consists,comprises,included,encompasses,contains,incorporates,include,provides,incudes,
3290,dwarfing,2,dwarfed,dwarfs,rivaling,eclipsing,rivaled,surpassing,eclipses,outstripping,surpasses,
3291,flattened,3,flattening,obliterated,pancaked,destroyed,ripped_apart,wrecked,severely_damaged,pulverized,crushed,
3292,fresh,62,freshest,Fresh,fresher,freshly,freshness,new,refreshed,renewed,famiily_musical_favorite,
3293,dropbox,1,XAMPP,apk,addressbook,txt_files,Edit_Settings,WebDAV_server,google_docs,AutoHotkey_script,Inbox_Sent,
3294,missed,2,miss,misses,Missed,skipped,missed_makable,misfired,missing,Backup_Delonte_West,misssed,
3295,wifi,1,WiFi,wi_fi,Wifi,Wi_Fi,Wi_fi,WIFI,WiFI,wifi_hotspot,wi_fi_hotspot,
3296,gridded,1,gridding,gridlike,sided_polygon,isosceles_triangles,tessellated,squares_rectangles,rectilinear,polyhedral,tightly_spaced,
3297,passed,6,Passed,passing,pass,enacted,vetoed,passsed,overrode_veto,cleared_procedural_hurdle,passage,
3298,stringy,1,rubbery,julienned_carrots,chewy,spongy_texture,fibrous,gelatinous,fleshy,gummy,pleasantly_chewy,
3299,overseas,2,abroad,foreign,Overseas,oversea,stateside,domestically,decimate_hives,Vietnamese_Viet_Kieu,domestic,
3300,nepal,1,nepali,dhaka,lanka,sri_lankan,sri_lanka,anil,irfan,rahul,thailand,
3301,founder,1,co_founder,cofounder,Founder,co_founders,founders,founded,cofounded,founding,Co_Founder,
3302,suburban,2,suburb,suburbs,Natalie_Wickstrom,Bill_Kelm_FiOS,surburban,Hilde_Stapleton,western_suburbs,critcally_wounded,TechCrunch_Patch.com_s,
3303,executing,3,execute,Executing,executed,execution,executes,implementing,Execute,excuted,Execution,
3304,extol,1,extolling,tout,laud,extolled,extols,touting,wax_eloquent,extoll,trumpeting,
3305,alt,1,indie_rock,alt_rock,rockabilly,alt.country,pop_punk,punk,cowpunk,indie_pop,indie_folk,
3306,adhere,3,adhered,abide,adhering,strictly_adhere,comply,adhere_strictly,adheres,conform,uphold,
3307,reasoning,2,logic,rationale,logical_reasoning,reasonings,theory,argument,argumentation,deductive_reasoning,supposition,
3308,hmmm,1,Hmmm,hmm,Hmm,Hmmmm,hmmmm,dunno,Hmmmmm,lol,Hm,
3309,synthetic,1,Synthetic,synthetics,human_secretin,synthetically,dislikes_Santa_Anita,female_hormone_progesterone,#,#_propanediol_PDO,produced_synthetically,sand_synthetic_fibers
3310,dreadful,3,horrid,horrendous,terrible,wretched,horrible,atrocious,woeful,awful,ghastly,
3311,referring,25,alluding,Referring,referencing,refering,Alluding,said,alluded,noting,adding,
3312,hunting,3,hunters,hunts,deer_hunting,Hunting,hunt,turkey_hunting,bowhunting,hunter,duck_hunting,
3313,auckland,1,melbourne,perth,adelaide,devon,qld,brisbane,cornwall,brighton,queensland,
3314,lining,5,lined,Lining,Lined,queuing,snaking,queued,filling,popping,bellying,
3315,presentation,1,presentations,PowerPoint_presentation,Powerpoint_presentation,Presentation,presention,powerpoint_presentation,keynote_address,introductory_remarks,lecture,
3316,distorting,12,distort,distorts,distorted,distortions,distortion,manipulating,misrepresenting,deliberately_misrepresenting,mischaracterizing,
3317,sitting,17,sat,Sitting,sit,seated,sits,staring,lounging,standing,slouched,
3318,bombarded,1,barraged,bombarding,constantly_bombarded,bombard,inundated,deluged,bombards,Bombarded,besieged,
3319,candid,4,frank,forthright,refreshingly_candid,brutally_honest,unvarnished,refreshingly_honest,candidly,truthful,honest,
3320,awful,3,horrible,terrible,dreadful,horrendous,horrid,atrocious,ugly,lousy,god_awful,
3321,steve,9,dave,jeff,jason,robert,george,kevin,todd,jeremy,ryan,
3322,sans,41,without,_la,natch,comically_oversized,ala,la,Sans,ditto,thankyouverymuch,
3323,smc,1,Abakar,Abdurahim,Sudanese_Presidential_Adviser,Miraya_FM,Abel_Alier,Mustafa_Othman,Faki,Menawi,Al_Sadig,
3324,dusky,1,velvety,sultry,bronzy,pale_peach,silvery,amber_hues,ethereal_beauty,blushing_pink,shimmering,
3325,physically,2,Physically,mentally,mentally_spiritually,physcially,Mentally,physical,spiritually_emotionally,Corp._OTCBB_MFTH,psychologically,
3326,titled,1,Titled,Entitled,aptly_titled,provocatively_titled,entitled,subtitled,Realities,appropriately_titled,Gone_Awry,
3327,tolerance,1,tolerant,toleration,Tolerance,religious_tolerance,intolerance,broadmindedness,open_mindedness,Wahhabi_Sunnis,truthfulness_compassion,
3328,sync,2,synch,synced,synched,synchronize,syncs,synchs,syncing,synchronized,synching,
3329,beta,1,beta_testing,betas,Beta,beta_testers,Release_Candidate,Beta_testers,adrenergic_agonist,RC1,Beta2,
3330,grinning,1,smiling,grinned,smiled,grins,chuckling,smirking,grin,beaming,Grinning,
3331,investing,20,invest,invested,investments,investment,Investing,invests,reinvesting,buying,reinvest,
3332,intersect,4,intersecting,intersects,intersected,intertwine,NNE_SSW,collide,diverge,intersect_mineralization,delineate,
3333,revealing,9,reveal,revealed,reveals,disclosing,Revealing,divulging,divulged,exposing,divulges,
3334,outgoing,1,Outgoing,incoming,remembers_Ohga,newly_elected,clarified_Pierre_Bordry,Meleanie_Hain_wore,chairman_Musashigawa,gregarious,Incoming,
3335,component,56,element,components,aspect,ingredient,facet,integral_component,factor,determinant,elements,
3336,revision,2,revisions,revising,grammar_sticklers_everywhere,revised,downward_revision,redrafting,upward_revision,changes,Revision,
3337,beacon,3,beacons,shining_beacon,EPIRB_distress,shining_example,lighthouse_beacon,Missing_yachtsman,shining,compass,symbol,
3338,programmable,1,configurable,Programmable,pulse_width_modulation_PWM,programmability,SPI_interface,I2C_interface,digitally_programmable,pulse_width_modulation,MAX#####,
3339,november,14,september,april,january,december,october,july,june,february,feb,
3340,observing,11,observe,observed,Observing,photographing,observes,analyzing,observation,witnessing,interacting,
3341,fatter,12,skinnier,slimmer,Fatter,thinner,chubbier,plumper,healthier,richer,bigger,
3342,rating,2,ratings,Rating,Ratings,BBB_rating,Aa3_rating,rated,Baa3_rating,Baa1_rating,Baa2_rating,
3343,stretching,2,Stretching,stretches,stretched,straining,extending,permeable_definition,Homs_Hama_Damascus,spanning,GlacialLight_brand,
3344,experimenting,22,experimented,Experimenting,toying,dabbling,tinkering,experimentation,exploring,experiment,mixing,
3345,peaking,12,peaked,peak,Peaking,trending_upward,plateaued,inching_upwards,trending_downward,peaks,trending_upwards,
3346,caldwell,1,tommy,brady,dawson,westbrook,ellis,jacobs,jennings,henderson,williams,
3347,base,1,bases,roller_skates_whirled,Base,Medidata_diverse,Hickam_Air_Force,Mehran_naval_aviation,Pierzynski_hustled,QUIOCHO_singled,Camp_Ederle,
3348,family,3,relatives,familiy,families,siblings,friends,mother,fam_ily,famiy,famliy,
3349,africa,4,african,zimbabwe,america,kenya,sri_lanka,africans,europe,zambia,asia,
3350,follower,1,devotee,followers,disciple,fanatic,Feves_proudly_counts,devout_follower,hater,Follower,acolyte,
3351,trained,1,Trained,specially_trained,training,dramatic_Wagnerian_soprano,Arjun_Mangalorkar,vines_weeded,untrained,Randy_Schulhofer,retrained,
3352,career,7,illustrious_career,careers,careeer,carreer,carrer,stint,ca_reer,collegiate,season,
3353,countdown,1,countdown_clock,countdowns,Countdown,countdown_clocks,countdown_timer,NASA_countdown_clocks,Countdown_clocks,preparations,countdown_clock_ticking,
3354,conventional,3,Conventional,traditional,conventionally,convential,care_regimens_CCR,conven_tional,unconventional,newer,nonconventional,
3355,obstructing,4,obstruction,obstruct,impeding,interfering,resisting_arrest_obstructing,disorderly_conduct_obstructing,Obstructing,hindering,obstructed,
3356,variation,2,variations,variability,acronym_woofers,Variation,Fried_Avocados,Variations,phenotypic_variation,dissimilarity,similarity,
3357,revelation,1,revelations,shocking_revelation,startling_revelation,bombshell,startling_revelations,revealation,revealations,bombshell_revelation,damning_revelations,
3358,comparing,19,compare,comparison,Comparing,compares,comparisons,Comparison,comparable,analyzing,comparing_apples,
3359,splash,2,splashes,splashing,splashy,splish,splashed,Splashing,leap,Splash,foray,
3360,gorgeous,35,beautiful,lovely,luscious,fabulous,ravishing,stunningly_beautiful,jaw_droppingly_beautiful,breathtakingly_beautiful,georgeous,
3361,branded,2,Branded,branding,labeled,brand,LifeGuard_,LifeGuard_TM,marketed,taking_Psynomics_bipolar,rebranded,
3362,minor,16,serious,slight,media_minHeight_=,Dr._Silvia_Priori,Minor,Soaked_hillsides_gave,minimal,WBO_lightweight_belts,major,
3363,seismograph,1,seismographs,seismometer,seismographic,seismometers,Seismic_Network,seismic,tide_gauges,seismograph_stations,USArray,
3364,door,3,doors,window,doorway,driver's_side_door,thief_pried,jimmying,Someone_pried,door_ajar,slightly_ajar,
3365,grabbing,12,grabbed,grab,snatching,Grabbing,snagging,hogging,grabs,pulling,snatched,
3366,company,3,comapny,comany,firm,companies,compay,com_pany,company,compnay,thecompany,
3367,hen,1,hens,proverbial_fox_guarding,pullet,girlfriend_Wallflower,poult,cock,cheq_cock,wagtails,Gaby_Vandenabeele,
3368,surprisingly,21,remarkably,suprisingly,amazingly,shockingly,disappointingly,astonishingly,stunningly,comparatively,relatively,
3369,controlling,31,control,controling,Controlling,controlled,controls,neutralizing,curbing,managing,controllable,
3370,risking,2,risked,Risking,jeopardizing,sacrificing,endanger,endangering,fearing,avoiding,jeopardize,
3371,coyote,1,coyotes,mountain_lion,bobcat,cougar,bruin,mountain_lions,raccoon,moose,fisher_cat,
3372,popping,5,springing,popped,sprouting,pops,Popping,cropping,sprouted,buzzing,sprung,
3373,lilly,1,lily,marsh_marigold,lungwort,lillies,veronica,yaupon,fritillary,meadowsweet,comfrey,
3374,nine,96,seven,eight,six,five,four,three,two,##,eleven,
3375,caveat,4,caveats,proviso,provisos,exception,cautionary_note,disclaimer,stipulation,implication,exceptions,
3376,embrace,3,embracing,embraced,embraces,eagerly_embraced,adopt,accept,Embracing,recognize,enthusiastically_embraced,
3377,southwest,21,southeast,northwest,northeast,southwestern,west,east,south,southeastern,north,
3378,spontaneous,1,Spontaneous,spontaneously,spontaneity,al_Zeidi_brother_Durgham,unrehearsed,unpremeditated,coronary_artery_dissection,uncontrived,spontaneous_outburst,
3379,scramble,4,mad_scramble,scrambling,scrambled,scrambles,mad_dash,rush,scamble,Scramble,Scrambling,
3380,history,1,annals,lore,histories,storied,darkest_eras,history.The,History,histroy,female_ticketmate,
3381,pony,1,ponies,horse,Shetland_pony,Shetland_Pony,horsies,palomino,Shetland_ponies,appaloosa,Chincoteague_pony,
3382,swinging,7,MCKAIN_S._struck,swing,swining,MUSSO_struck,swang,swung,hitting,mometum,oncoming_traffic_Goudie,
3383,synchronized,2,synchronize,synchronizing,synched,Synchronized,synchronization,simultaneous,sync,synch,synchronizes,
3384,stated,6,commented,noted,asserted,remarked,stating,explained,indicated,emphasized,asserts,
3385,autumn,11,spring,summer,winter,springtime,Autumn,autumnal,autum,midsummer,midwinter,
3386,magenta,7,fuchsia,mauve,fuschia,purples_blues,participant_LOGIN,pink,purple,pale_peach,dusky_pink,
3387,dress,1,dresses,frock,attire,gown,cocktail_dress,gowns,dressed,backless_dress,couture_gown,
3388,respective,12,Respective,both,Both,various,respectively,varous,their,vastly_differing,other,
3389,awkward,3,uncomfortable,awkwardness,embarrassing,clumsy,ungraceful,ungainly,akward,awkwardly,Awkward,
3390,pressing,8,pressed,Pressing,pushing,vexing,urgent,thorniest,knottiest,facing,thorny,
3391,stayed,42,remained,stay,staying,kept,went,stays,remain,came,sat,
3392,tinge,2,tinged,tinges,undertones,undercurrent,undertone,twinge,hint,slightest_tinge,overtones,
3393,fleck,26,flecks,opaline,splotch,flecking,pinkish_hue,splodge,speck,purply,bluish_tint,
3394,explains,3,explained,elaborates,says,observes,describes,explaining,Explaining,speculates,avers,
3395,simplicity,3,unobtrusiveness,user_friendliness,elegance,elegant_simplicity,easiness,practicality,lightness,directness,intuitiveness,
3396,unsung,2,unheralded,unsung_heroes,unsung_hero,uncelebrated,unappreciated,underappreciated,unhonored,Unsung,overlooked,
3397,blood,1,Blood,splattering_tombstones,urine,Alcohol_Concentration_BAC,bloods,blood_platelets,With_darkly_mascaraed,plasma_transfusions,dazed_Keheley,
3398,offset,1,offsetting,partly_offset,partially_offset,offest,Offsetting,offsets,partially_offsetting,counterbalanced,mitigated,
3399,sloppy,1,lackadaisical,sloppiness,slipshod,shoddy,sloppier,uncharacteristically_sloppy,Sloppy,uninspired,slip_shod,
3400,response,1,reponse,responses,reaction,respond,re_sponse,responding,repsonse,respose,res_ponse,
3401,reciprocal,1,reciprocity,mutual,reciprocally,mutually_advantageous,reciprocate,bi_lateral,Mutually_beneficial,reciprocation,mutually_beneficial,
3402,loud,2,noisy,loudly,fer_cryin,deafening,Loud,loudest,obnoxiously_loud,ear_splitting,screeching_noises,
3403,shady,1,shadier,sleazy,crooked,disreputable,unsavory,unscrupulous,seedy,shady_dealings,shadowy,
3404,headstart,10,mover_advantage,advantage,foothold,fillip,upperhand,toehold,inroad,disadvantage,leapfrog,
3405,hauling,1,hauled,hauls,carting,Hauling,transporting,unloading,First_Flatbed_Load,haul,haulers,
3406,generic,1,Generic,generics,generic_versions,generic_drugs,cheaper_generics,Wellbutrin_SR,Biaxin_XL,unrestricted_TLD,painkiller_Valium,
3407,reputation,1,reputations,repuation,enviable_reputation,credibility,repute,renown,tarnished_reputation,prestige,fearsome_reputation,
3408,dream,1,dreams,lifelong_dream,boyhood_dream,dreamed,lifelong_ambition,dreaming,boyhood_dreams,daydream,fondest_dreams,
3409,nesting,1,nest,roosting,nests,Nesting,nesting_birds,bird_nesting,bald_eagle_nesting,wintering,mating,
3410,september,14,december,october,november,july,january,april,february,june,feb,
3411,woodland,1,woodlands,moorland,heathland,ancient_woodland,chalk_grassland,heather_moorland,bracken,heathlands,heaths,
3412,hell,2,heck,Hell,landing_Kolodjay,Crousser,shit,fucking_shit,freakin,f_***_ing,he##,
3413,messed,2,screwed,fucked,messing,f_***_ed,f_**_ked,screwing,f_*_cked,effed,f_---_ed,
3414,rapidly,37,steadily,quickly,Rapidly,slowly,gradually,exponentially,dramatically,fastly,fast,
3415,evaluation,18,evaluations,assessment,evaulation,NOTES_Hillen,evaluated,examination,review,evaluate,Evaluation,
3416,environmentalist,1,Environmentalist,conservationist,tree_hugger,activist,environmentalists,eco_warrior,greenie,environmental,Sierra_Club,
3417,absence,5,absense,absent,Absence,abscence,absences,lack,unavailability,conspicuous_absence,omission,
3418,relate,21,pertain,relates,relating,revolve_around,affect,concerning,reflect,involve,understand,
3419,sauce,1,dipping_sauce,broth,barbecue_sauce,tomato_sauce,spicy_sauce,vinaigrette,marinade,sauces,aioli,
3420,finer,2,nuances,intricacies,subtleties,nitty_gritty,minutiae,subtle_nuances,finer_nuances,rudiments,subtler,
3421,propose,55,proposing,proposes,proposed,consider,recommend,approve,enact,introduce,devise,
3422,inch,1,inches,#/#-inch,centimeter,_inch,_inch,inche,inch_thick,inchs,9in,
3423,party,1,Party,parties,partys,Democratic_Party,LOUDON_NH_Brad_Keselowski,caucus,pary,faction,mad_hatter_tea,
3424,foot,1,feet,#/#-foot,feet_tall,Generously_listed,##/#-foot,6_foor,#/#-meter,6feet,pound,
3425,mystery,1,mysteries,riddle,Mystery,unsolved_mysteries,whodunit,mysterious,unsolved_mystery,enigma,whodunnit,
3426,glaring,18,glaringly,glaringly_obvious,obvious,Glaring,glaring_weakness,glaring_deficiency,conspicuous,egregious,blatant,
3427,crispness,24,crisp,sharpness,freshness,crisper,smoothness,velvety_texture,creaminess,chewy_bacon,tanginess,
3428,subtler,16,subtle,nuanced,gentler,slyer,subtlety,darker,subtly,cruder,showier,
3429,loosely,2,Loosely,tightly,Scopes_Monkey_trial,tenuously,thematically,loosest_sense,flimsily,intricately,tycoon_Dhirubhai_Ambani,
3430,normally,84,usually,typically,ordinarily,generally,Normally,customarily,traditionally,often,rarely,
3431,ois,1,l'_anne,Est_ce,Quand,_,ete,en_tant_que,avenir,prsident_du,prend,
3432,mastered,2,mastering,perfected,mastery,Mastering,honed,perfecting,taught,relearned,icy_Planai_course,
3433,fairy,1,fairies,faerie,faeries,magical_fairy,faery,pixies,fairy_godmother,Fairy,witch,
3434,button,1,buttons,spacebar,Play_Pause_button,Menu_button,Fn_key,directional_buttons,MENU_button,multifunction_button,Mute_button,
3435,house,1,houses,bungalow,apartment,bedroom,townhouse,residence,mansion,farmhouse,duplex,
3436,operation,1,operations,operate,raid,operating,Spartan_Scorpion,operated,raids,opera_tion,Umoja_Wetu,
3437,silky,1,silken,velvety,silky_smooth,silkiest,satiny,buttery,silkiness,lustrous,Silky_smooth,
3438,divide,1,divides,dividing,divided,chasm,rift,rifts,widening_gulf,widening_chasm,differences,
3439,trusty,4,trusty_steed,trusty_ol,trusty_sidekick,trusty_companion,handy_dandy,toting,handy,sonic_screwdriver,notepad,
3440,publish,18,published,publishes,publishing,reprint,publication,serialise,write,Publish,republishes,
3441,acting,8,acted,Acting,act,Gifted_heiress,royalty_Patty_Hearst,directing,behaving,Aziz_Rahman_Tawab,joint_bookrunning_underwriters,
3442,streaking,1,streaked,lofted,dribbled,sprinted,Streaking,juked_defender,darted,deked,outstretched_fingertips,
3443,dominated,10,dominating,dominate,dominates,monopolized,dominant,Dominating,dominance,domination,Dominated,
3444,hill,21,steep_hill,hills,mountain,steep_slope,slope,hillside,scree_slope,steep_hillside,slopes,
3445,customized,6,personalized,customizable,customize,tailored,Customized,custom,custom_tailored,fully_customizable,bespoke,
3446,fortitude,4,courage,tenacity,perseverance,intestinal_fortitude,resilience,gumption,resourcefulness,determination,willpower,
3447,highway,6,highways,expressway,roads,roadway,Highway,road,freeway,roadways,motorway,
3448,expansive,3,mindset_Michael_Feroli,Expansive,spacious,encompassing,expansiveness,expanded,ForeverGreen_Worldwide_Corporation,lush,spaciously,
3449,belief,3,beliefs,faith,notion,assumption,unshakable_belief,expectation,assertion,unwavering_belief,supposition,
3450,dirt,3,Indonesian_polit,Plaquemines_sliver,gravel,caliche,potholed_dirt,mud,Silverbell_Mine,poisonous_weeds,spadeful,
3451,disagree,1,agree,disagreed,disagreeing,concur,respectfully_disagree,disagrees,vehemently_disagree,sympathize,Disagree,
3452,abnormally,2,unusually,unnaturally,abnormal,Abnormally,excessively,inordinately,exceptionally,underactive_thyroid_gland,atypically,
3453,dud,2,stinker,damp_squib,flop,flops,yawner,Rajini_Kanth,duds,Sivagangai_Endhiran_music,underwhelming,
3454,ash,1,volcanic_ash,ash_clouds,Recriminations_erupt,Volcano_spews,Philippine_volcano_spews,soot,ash_cloud,erupting_Iceland_volcano,volcanic_dust,
3455,bash,1,shindig,bashes,soiree,birthday_bash,fete,soire,lavish_bash,gala,schmooze_fest,
3456,retained,7,retain,retains,maintained,retaining,relinquished,regained,reclaimed,secured,ceded,
3457,needing,19,need,needed,Needing,wanting,requiring,needs,having,seeking,unable,
3458,terrible,14,horrible,horrendous,dreadful,awful,horrid,atrocious,horrific,bad,appalling,
3459,expecting,16,anticipating,expect,expected,Expecting,hoping,predicting,surprised,predicted,eagerly_anticipating,
3460,chalked,7,chalking,chalks,chalk,racked,summed,picked,notched,Chalking,attributed,
3461,castle,1,castles,medieval_castle,manor_house,palace,Dracula_castle,manor,medieval_fortress,mansion,Viscri,
3462,fallen,4,risen,fell,falling,plummeted,dropped,climbed,tumbled,slipped,plunged,
3463,flood,2,flooding,floods,Flood,devastating_floods,deluge,flooded,inundation,flood_prone,flash_floods,
3464,swipe,1,swipes,potshot,swiping,thinly_veiled_swipe,umbrage,poke,veiled_swipe,swiped,Cozumel_Isla_Mujeres,
3465,prevent,14,preventing,prevented,deter,avoid,discourage,forestall,prevents,avert,Prevent,
3466,threatening,2,threating,threatened,threaten,theatening,Threatening,threatning,threated,threatens,threatning_injuries,
3467,juncture,83,critical_juncture,crucial_juncture,moment,junctures,crossroad,crossroads,point,inflection_point,critical_junctures,
3468,dust,1,dust_particles,sprinkle_fairy,Dust,soot,powdery_dust,sprinkling_fairy,tiniest_speck,silica_dust,lunar_dust,
3469,construct,5,constructing,build,erect,constructed,renovate,demolish,refurbish,Constructing,Construct,
